LOC_Os03g41060.1	8-79
LOC_Os10g41920.1	1554-1625
LOC_Os10g41920.1	1538-1630
LOC_Os10g41920.1	1645-1680
LOC_Os10g41920.1	1687-1716
LOC_Os10g41920.1	1665-1796
LOC_Os10g41920.1	1829-1858
LOC_Os10g41920.1	1762-1887
LOC_Os10g41920.1	1862-1906
LOC_Os10g41920.1	1925-1954
LOC_Os10g41920.1	1903-1992
LOC_Os10g41920.1	1979-2008
LOC_Os10g41920.1	1974-2039
LOC_Os10g41920.1	2041-2097
LOC_Os10g41920.1	2165-2212
LOC_Os08g03579.1	67-180
LOC_Os08g03579.1	117-227
LOC_Os08g03579.1	328-351
LOC_Os08g03579.1	134-376
LOC_Os08g03579.1	352-435
LOC_Os08g03579.1	455-490
LOC_Os08g03579.1	300-539
LOC_Os08g03579.1	508-594
LOC_Os08g03579.1	579-617
LOC_Os08g03579.1	554-631
LOC_Os08g03579.1	621-662
LOC_Os08g03579.1	635-667
LOC_Os08g03579.1	652-675
LOC_Os08g03579.1	689-730
LOC_Os08g03579.1	711-734
LOC_Os08g03579.1	747-845
LOC_Os08g03579.1	820-864
LOC_Os08g03579.1	861-884
LOC_Os08g03579.1	887-928
LOC_Os08g03579.1	953-1003
LOC_Os08g03579.1	865-1008
LOC_Os08g03579.2	73-150
LOC_Os08g03579.2	160-192
LOC_Os01g16920.1	63-86
LOC_Os04g57510.2	19-324
LOC_Os04g57510.2	180-332
LOC_Os04g57510.2	355-600
LOC_Os04g57510.2	432-617
LOC_Os09g39490.1	81-122
LOC_Os07g25200.1	7-42
LOC_Os07g25200.1	17-70
LOC_Os04g56480.3	35-175
LOC_Os04g56480.3	172-309
LOC_Os11g35360.2	55-162
LOC_Os11g35360.2	189-221
LOC_Os09g25865.1	22-123
LOC_Os09g25865.1	110-154
LOC_Os09g25865.1	48-188
LOC_Os09g25865.1	124-267
LOC_Os09g25865.1	216-290
LOC_Os09g25865.1	185-316
LOC_Os09g25865.1	345-389
LOC_Os09g25865.1	323-463
LOC_Os09g25865.1	328-531
LOC_Os09g25865.1	477-563
LOC_Os09g25865.1	509-574
LOC_Os09g25865.1	641-664
LOC_Os09g25865.1	625-699
LOC_Os02g57120.3	26-49
LOC_Os02g57120.3	51-74
LOC_Os05g01560.2	15-149
LOC_Os05g01560.2	146-247
LOC_Os05g01560.2	52-252
LOC_Os03g02200.1	72-197
LOC_Os03g02200.2	72-197
LOC_Os03g01170.1	56-154
LOC_Os03g09840.1	21-98
LOC_Os03g09840.1	56-169
LOC_Os03g02200.3	72-197
LOC_Os03g09840.2	30-143
LOC_Os07g48880.1	4-384
LOC_Os07g48880.1	54-389
LOC_Os04g34080.1	128-232
LOC_Os04g34080.1	154-261
LOC_Os04g34080.1	204-269
LOC_Os04g34080.1	266-283
LOC_Os07g48880.2	4-384
LOC_Os07g48880.2	54-389
LOC_Os07g48880.3	4-384
LOC_Os07g48880.3	54-389
LOC_Os07g48880.4	4-384
LOC_Os07g48880.4	54-389
LOC_Os08g09920.1	2-37
LOC_Os08g09920.2	2-37
LOC_Os02g43470.1	15-80
LOC_Os02g43470.1	19-102
LOC_Os02g43470.1	99-140
LOC_Os07g26480.1	36-65
LOC_Os07g26480.1	25-72
LOC_Os07g26480.1	69-98
LOC_Os07g26480.1	62-121
LOC_Os07g26480.1	118-159
LOC_Os07g26480.1	143-199
LOC_Os07g26480.1	196-276
LOC_Os07g26480.2	49-78
LOC_Os07g26480.2	38-85
LOC_Os07g26480.2	82-111
LOC_Os07g26480.2	75-134
LOC_Os07g26480.2	131-172
LOC_Os07g26480.2	156-212
LOC_Os07g26480.2	209-268
LOC_Os05g11160.1	39-119
LOC_Os05g11160.1	200-250
LOC_Os05g11160.1	169-255
LOC_Os05g11160.1	150-263
LOC_Os05g11160.1	361-378
LOC_Os05g11160.1	375-398
LOC_Os03g57880.1	259-291
LOC_Os03g57880.1	161-325
LOC_Os03g57880.1	326-346
LOC_Os03g57880.1	108-353
LOC_Os03g57880.1	368-415
LOC_Os03g57880.1	337-507
LOC_Os02g05030.1	101-145
LOC_Os03g57880.2	259-291
LOC_Os03g57880.2	161-325
LOC_Os03g57880.2	326-346
LOC_Os03g57880.2	108-353
LOC_Os03g57880.2	337-453
LOC_Os03g57880.2	420-476
LOC_Os03g57880.2	368-499
LOC_Os03g57880.2	484-591
LOC_Os01g51754.1	101-145
LOC_Os01g51754.1	39-407
LOC_Os01g51754.1	337-456
LOC_Os01g51754.1	603-641
LOC_Os01g51754.1	676-699
LOC_Os01g51754.1	693-719
LOC_Os01g51754.1	733-759
LOC_Os01g51754.1	323-766
LOC_Os01g51754.1	763-783
LOC_Os01g51754.1	803-829
LOC_Os01g51754.1	756-872
LOC_Os01g51754.1	826-894
LOC_Os01g51754.1	866-913
LOC_Os01g51754.1	918-968
LOC_Os01g51754.1	955-1044
LOC_Os01g51754.1	1041-1088
LOC_Os01g51754.1	1048-1092
LOC_Os01g51754.1	1013-1096
LOC_Os01g51754.1	1151-1189
LOC_Os01g51754.1	1122-1229
LOC_Os01g51754.1	1237-1287
LOC_Os01g51754.1	1202-1345
LOC_Os01g51754.1	1355-1438
LOC_Os01g51754.1	1450-1476
LOC_Os01g51754.1	1457-1501
LOC_Os01g51754.1	1284-1517
LOC_Os01g51754.1	1526-1558
LOC_Os01g51754.1	1498-1656
LOC_Os01g51754.1	1571-1675
LOC_Os01g51754.1	1672-1743
LOC_Os01g51754.1	1733-1768
LOC_Os01g51754.1	1756-1788
LOC_Os01g51754.1	1828-1941
LOC_Os01g51754.1	2011-2028
LOC_Os01g51754.1	1961-2047
LOC_Os01g51754.1	2044-2067
LOC_Os01g51754.1	2095-2193
LOC_Os01g51754.1	2203-2220
LOC_Os03g57880.3	196-255
LOC_Os03g57880.3	108-278
LOC_Os03g57880.3	161-301
LOC_Os03g57880.3	286-393
LOC_Os01g51754.2	101-145
LOC_Os01g51754.2	39-407
LOC_Os01g51754.2	337-456
LOC_Os01g51754.2	603-641
LOC_Os01g51754.2	676-699
LOC_Os01g51754.2	693-719
LOC_Os01g51754.2	733-759
LOC_Os01g51754.2	323-766
LOC_Os01g51754.2	763-783
LOC_Os01g51754.2	803-829
LOC_Os01g51754.2	756-872
LOC_Os01g51754.2	826-894
LOC_Os01g51754.2	866-913
LOC_Os01g51754.2	918-968
LOC_Os01g51754.2	955-1044
LOC_Os01g51754.2	1041-1088
LOC_Os01g51754.2	1048-1092
LOC_Os01g51754.2	1013-1096
LOC_Os01g51754.2	1151-1189
LOC_Os01g51754.2	1122-1229
LOC_Os01g51754.2	1237-1287
LOC_Os01g51754.2	1202-1345
LOC_Os01g51754.2	1355-1438
LOC_Os01g51754.2	1450-1476
LOC_Os01g51754.2	1457-1501
LOC_Os01g51754.2	1284-1517
LOC_Os01g51754.2	1526-1558
LOC_Os01g51754.2	1498-1656
LOC_Os01g51754.2	1571-1675
LOC_Os01g51754.2	1672-1743
LOC_Os01g51754.2	1733-1768
LOC_Os01g51754.2	1756-1788
LOC_Os01g51754.2	1828-1941
LOC_Os01g51754.2	2011-2028
LOC_Os01g51754.2	1961-2047
LOC_Os01g51754.2	2044-2067
LOC_Os01g51754.2	2095-2193
LOC_Os01g51754.2	2203-2220
LOC_Os01g04120.1	9-38
LOC_Os01g04120.1	43-63
LOC_Os01g04120.1	60-101
LOC_Os01g04120.1	73-132
LOC_Os01g04120.1	105-149
LOC_Os01g04120.1	146-190
LOC_Os01g04120.1	202-222
LOC_Os01g04120.1	219-431
LOC_Os01g04120.1	428-466
LOC_Os01g04120.1	352-471
LOC_Os01g04120.1	468-509
LOC_Os01g51754.4	101-145
LOC_Os02g37030.1	109-141
LOC_Os06g42640.2	178-279
LOC_Os08g03560.1	64-93
LOC_Os08g03560.1	106-141
LOC_Os08g03560.1	111-194
LOC_Os08g03560.1	154-198
LOC_Os08g03560.1	146-229
LOC_Os08g03560.1	252-329
LOC_Os08g03560.1	214-351
LOC_Os08g03560.1	278-379
LOC_Os06g42640.3	179-283
LOC_Os03g20550.3	19-51
LOC_Os03g20550.3	55-81
LOC_Os03g20550.3	97-150
LOC_Os03g20550.3	3-179
LOC_Os03g20550.3	176-295
LOC_Os03g20550.3	183-311
LOC_Os03g20550.3	377-394
LOC_Os03g20550.3	220-408
LOC_Os03g20550.3	336-485
LOC_Os08g03560.2	189-230
LOC_Os01g20160.1	2-40
LOC_Os01g20160.1	19-90
LOC_Os01g20160.1	74-94
LOC_Os01g20160.1	81-113
LOC_Os06g04200.1	18-41
LOC_Os06g04200.1	42-161
LOC_Os06g04200.2	15-38
LOC_Os06g04200.2	39-71
LOC_Os06g04200.3	9-29
LOC_Os06g04200.3	32-106
LOC_Os06g04200.3	116-139
LOC_Os06g04200.3	97-171
LOC_Os06g04200.3	153-179
LOC_Os06g04200.3	176-226
LOC_Os06g04200.3	232-252
LOC_Os06g04200.3	269-289
LOC_Os06g04200.3	204-389
LOC_Os06g04200.3	332-409
LOC_Os06g04200.3	379-432
LOC_Os06g04200.3	422-442
LOC_Os06g04200.3	470-517
LOC_Os06g04200.3	533-556
LOC_Os06g04200.3	502-594
LOC_Os06g04200.3	635-676
LOC_Os07g37110.1	135-221
LOC_Os07g37110.1	17-241
LOC_Os07g37110.1	254-286
LOC_Os07g37110.1	305-328
LOC_Os07g37110.1	258-344
LOC_Os07g37110.1	341-400
LOC_Os07g37110.1	446-535
LOC_Os07g37110.1	538-555
LOC_Os07g37110.1	480-620
LOC_Os07g37110.1	605-634
LOC_Os07g37110.1	586-666
LOC_Os07g37110.1	671-742
LOC_Os07g37110.1	764-823
LOC_Os07g37110.1	840-902
LOC_Os07g37110.1	694-930
LOC_Os07g37110.1	915-983
LOC_Os07g37110.1	949-999
LOC_Os07g37110.1	987-1004
LOC_Os07g37110.1	920-1015
LOC_Os07g29820.1	96-152
LOC_Os07g29820.1	195-254
LOC_Os07g36080.1	14-40
LOC_Os07g36080.1	1-48
LOC_Os06g04200.4	15-38
LOC_Os08g35560.1	4-45
LOC_Os08g35560.1	42-86
LOC_Os08g35560.1	8-148
LOC_Os08g35560.1	159-182
LOC_Os08g35560.1	103-222
LOC_Os08g35560.1	251-310
LOC_Os08g35560.1	261-368
LOC_Os08g35560.1	304-375
LOC_Os08g35560.1	377-403
LOC_Os08g35560.1	400-426
LOC_Os08g35560.1	439-489
LOC_Os08g35560.1	473-508
LOC_Os08g35560.1	411-563
LOC_Os08g35560.1	520-576
LOC_Os08g35560.1	563-595
LOC_Os08g35560.1	598-618
LOC_Os08g35560.1	588-680
LOC_Os08g35560.1	711-734
LOC_Os08g35560.1	774-800
LOC_Os08g35560.1	602-832
LOC_Os08g35560.1	834-857
LOC_Os08g35560.1	875-901
LOC_Os08g35560.1	763-948
LOC_Os08g35560.1	1018-1044
LOC_Os08g35560.1	905-1093
LOC_Os08g35560.1	1071-1118
LOC_Os08g35560.1	1145-1276
LOC_Os08g35560.1	1171-1281
LOC_Os08g35560.1	1312-1368
LOC_Os08g35560.1	1346-1459
LOC_Os08g35560.1	1435-1473
LOC_Os08g35560.1	1499-1585
LOC_Os08g35560.1	1431-1637
LOC_Os08g35560.1	1640-1669
LOC_Os08g35560.1	1486-1755
LOC_Os08g35560.1	1759-1776
LOC_Os08g35560.1	1742-1819
LOC_Os08g35560.1	1773-1937
LOC_Os08g35560.1	1859-1966
LOC_Os08g35560.1	1977-2030
LOC_Os08g35560.1	2053-2214
LOC_Os08g35560.1	2037-2234
LOC_Os08g35560.1	2189-2242
LOC_Os08g35560.1	2236-2253
LOC_Os07g36080.2	14-40
LOC_Os07g36080.2	1-48
LOC_Os07g36080.3	14-40
LOC_Os07g36080.3	1-48
LOC_Os04g47020.1	70-144
LOC_Os04g47020.1	39-152
LOC_Os12g07280.1	39-95
LOC_Os12g07280.1	7-147
LOC_Os12g07280.1	170-259
LOC_Os12g07280.1	256-282
LOC_Os12g07280.1	300-380
LOC_Os12g07280.1	387-407
LOC_Os12g07280.1	398-421
LOC_Os12g07280.1	346-426
LOC_Os12g07280.1	414-458
LOC_Os04g47020.2	50-172
LOC_Os04g47020.2	45-176
LOC_Os04g47020.2	192-212
LOC_Os04g47020.2	173-238
LOC_Os04g47020.2	76-249
LOC_Os04g47020.2	277-321
LOC_Os04g47020.2	331-348
LOC_Os04g47020.2	358-390
LOC_Os04g47020.2	306-395
LOC_Os04g47020.2	269-430
LOC_Os04g47020.2	473-556
LOC_Os04g47020.2	415-585
LOC_Os04g47020.2	501-614
LOC_Os04g47020.2	627-644
LOC_Os04g47020.2	659-691
LOC_Os04g47020.2	731-769
LOC_Os04g47020.2	678-773
LOC_Os04g47020.2	616-783
LOC_Os04g47020.2	786-818
LOC_Os04g47020.2	806-823
LOC_Os04g47020.2	876-941
LOC_Os04g47020.2	824-949
LOC_Os05g01262.1	10-36
LOC_Os05g46500.1	47-289
LOC_Os01g61940.1	16-93
LOC_Os01g61940.1	118-162
LOC_Os04g47020.3	70-150
LOC_Os04g47020.3	39-158
LOC_Os05g01262.2	10-36
LOC_Os02g39340.1	4-135
LOC_Os08g05870.1	6-50
LOC_Os08g05870.1	29-55
LOC_Os08g05870.1	56-112
LOC_Os08g05870.1	75-119
LOC_Os08g05870.1	143-172
LOC_Os08g05870.1	182-199
LOC_Os08g05870.1	109-231
LOC_Os08g05870.1	126-275
LOC_Os08g05870.1	300-320
LOC_Os02g39340.2	4-135
LOC_Os05g07030.1	38-55
LOC_Os08g22354.1	46-96
LOC_Os05g07030.2	43-123
LOC_Os08g22354.2	46-96
LOC_Os06g05480.1	11-37
LOC_Os06g05480.1	4-48
LOC_Os02g55380.1	8-97
LOC_Os08g38900.1	14-130
LOC_Os08g38900.1	1-138
LOC_Os08g38900.1	142-165
LOC_Os03g54860.1	14-73
LOC_Os03g54860.1	81-212
LOC_Os06g10355.1	12-77
LOC_Os08g45160.1	12-38
LOC_Os08g45160.1	7-60
LOC_Os08g38900.2	14-130
LOC_Os08g38900.2	1-138
LOC_Os08g38900.2	142-165
LOC_Os08g38900.2	162-245
LOC_Os08g38900.2	255-272
LOC_Os08g38900.3	14-130
LOC_Os08g38900.3	1-138
LOC_Os08g38900.3	142-165
LOC_Os08g38900.3	162-245
LOC_Os08g38900.3	255-272
LOC_Os08g38900.3	242-424
LOC_Os08g38900.3	342-461
LOC_Os08g38900.3	470-487
LOC_Os01g55500.1	64-93
LOC_Os01g55500.1	116-196
LOC_Os01g55500.1	123-254
LOC_Os01g55500.1	193-258
LOC_Os01g55500.1	271-333
LOC_Os01g55500.1	267-395
LOC_Os01g55500.2	64-93
LOC_Os01g55500.2	116-196
LOC_Os01g55500.2	123-254
LOC_Os01g55500.2	193-258
LOC_Os01g55500.2	271-333
LOC_Os01g55500.2	267-395
LOC_Os01g55500.2	355-435
LOC_Os01g55500.2	206-526
LOC_Os06g22550.2	13-69
LOC_Os06g22550.2	69-104
LOC_Os06g22550.2	94-159
LOC_Os06g22550.2	166-285
LOC_Os06g22550.2	156-347
LOC_Os06g22550.2	360-458
LOC_Os06g22550.2	501-518
LOC_Os06g22550.2	490-570
LOC_Os06g22550.2	606-662
LOC_Os06g22550.2	715-741
LOC_Os06g22550.2	768-806
LOC_Os06g22550.2	781-828
LOC_Os06g22550.2	877-894
LOC_Os06g22550.2	891-908
LOC_Os06g22550.2	898-975
LOC_Os06g22550.2	969-1031
LOC_Os01g55500.3	64-93
LOC_Os01g55500.3	116-196
LOC_Os01g55500.3	123-254
LOC_Os01g55500.3	193-258
LOC_Os01g55500.3	271-333
LOC_Os01g55500.3	267-395
LOC_Os01g55500.3	355-435
LOC_Os03g15390.1	112-129
LOC_Os01g55500.4	64-93
LOC_Os01g55500.4	116-196
LOC_Os01g55500.4	123-254
LOC_Os01g55500.4	193-258
LOC_Os01g55500.4	271-333
LOC_Os01g55500.4	267-395
LOC_Os12g09590.1	16-57
LOC_Os10g07229.1	58-144
LOC_Os05g47780.1	36-89
LOC_Os05g47780.1	90-107
LOC_Os01g16030.3	101-118
LOC_Os01g16030.3	3-146
LOC_Os01g16030.3	150-170
LOC_Os01g16030.3	67-210
LOC_Os01g16030.3	203-235
LOC_Os01g16030.3	186-257
LOC_Os01g16030.3	250-270
LOC_Os01g16030.3	267-302
LOC_Os01g16030.3	345-500
LOC_Os01g16030.3	448-504
LOC_Os01g16030.3	488-511
LOC_Os01g16030.3	501-524
LOC_Os01g16030.3	528-569
LOC_Os01g16030.3	582-617
LOC_Os01g16030.3	589-624
LOC_Os11g44250.1	4-102
LOC_Os02g57690.4	4-129
LOC_Os01g53779.2	85-120
LOC_Os01g53779.2	110-130
LOC_Os01g53779.2	123-179
LOC_Os01g53779.2	297-377
LOC_Os01g53779.2	383-478
LOC_Os01g53779.2	503-562
LOC_Os01g53779.2	635-679
LOC_Os01g53779.2	526-693
LOC_Os01g53779.2	690-755
LOC_Os01g53779.2	756-956
LOC_Os01g53779.2	767-961
LOC_Os01g53779.2	940-972
LOC_Os01g53779.2	969-989
LOC_Os01g53779.2	962-994
LOC_Os01g53779.2	1045-1074
LOC_Os01g53779.2	1014-1091
LOC_Os01g53779.2	1125-1157
LOC_Os01g53779.2	1085-1174
LOC_Os01g53779.2	1159-1203
LOC_Os01g53779.2	1191-1217
LOC_Os01g53779.2	1178-1234
LOC_Os01g53779.2	1246-1275
LOC_Os01g53779.2	1297-1344
LOC_Os01g56780.1	55-135
LOC_Os01g56780.1	191-271
LOC_Os01g56780.1	187-315
LOC_Os01g56780.1	162-341
LOC_Os01g56780.1	299-400
LOC_Os01g56780.1	319-405
LOC_Os01g56780.2	55-135
LOC_Os01g56780.2	191-271
LOC_Os01g56780.2	187-315
LOC_Os01g56780.2	162-341
LOC_Os01g56780.2	299-400
LOC_Os01g56780.2	319-405
LOC_Os01g56780.3	55-135
LOC_Os01g56780.3	191-271
LOC_Os01g56780.3	187-315
LOC_Os01g56780.3	162-341
LOC_Os01g56780.3	299-400
LOC_Os01g56780.3	319-405
LOC_Os06g41930.2	47-94
LOC_Os06g41930.2	40-114
LOC_Os06g41930.2	111-137
LOC_Os06g41930.2	134-175
LOC_Os06g41930.2	194-226
LOC_Os06g41930.3	27-194
LOC_Os06g41930.3	200-232
LOC_Os06g41930.3	204-275
LOC_Os11g29490.1	2-82
LOC_Os11g29490.1	110-127
LOC_Os06g41930.4	26-184
LOC_Os06g41930.4	272-319
LOC_Os06g41930.4	265-339
LOC_Os06g41930.4	336-362
LOC_Os06g41930.4	359-400
LOC_Os06g41930.4	419-451
LOC_Os06g41930.4	423-494
LOC_Os11g29490.2	2-82
LOC_Os11g29490.2	110-127
LOC_Os06g02460.1	1-33
LOC_Os06g02460.1	5-55
LOC_Os06g41930.5	47-94
LOC_Os06g41930.5	40-114
LOC_Os06g41930.5	111-137
LOC_Os06g41930.5	134-175
LOC_Os06g41930.5	194-226
LOC_Os06g41930.5	198-269
LOC_Os11g29490.3	2-82
LOC_Os11g29490.3	110-127
LOC_Os07g01940.1	13-30
LOC_Os07g01940.1	58-111
LOC_Os07g01940.1	24-185
LOC_Os07g01940.1	189-218
LOC_Os06g17390.1	104-175
LOC_Os06g17390.1	147-194
LOC_Os06g17390.1	112-273
LOC_Os06g17390.1	191-400
LOC_Os04g02070.1	16-120
LOC_Os04g02070.1	105-128
LOC_Os04g02070.1	141-161
LOC_Os04g02070.1	125-166
LOC_Os04g02070.1	130-195
LOC_Os04g02070.1	199-312
LOC_Os04g02070.1	342-359
LOC_Os04g02070.1	356-418
LOC_Os04g02070.1	447-473
LOC_Os04g02070.1	532-624
LOC_Os04g02070.1	525-668
LOC_Os04g02070.2	101-121
LOC_Os04g02070.2	12-137
LOC_Os04g02070.2	180-272
LOC_Os04g02070.2	173-316
LOC_Os04g02070.2	390-464
LOC_Os04g02070.2	127-513
LOC_Os04g02070.2	510-533
LOC_Os04g02070.2	546-689
LOC_Os04g02070.2	673-693
LOC_Os04g02070.2	323-763
LOC_Os04g02070.2	751-774
LOC_Os04g02070.2	771-794
LOC_Os04g02070.2	791-808
LOC_Os04g02070.2	795-818
LOC_Os04g02070.2	815-871
LOC_Os04g02070.2	882-902
LOC_Os04g02070.2	856-948
LOC_Os04g02070.2	930-998
LOC_Os04g02070.2	959-1078
LOC_Os04g02070.2	1032-1094
LOC_Os04g02070.2	1075-1134
LOC_Os04g02070.2	1135-1182
LOC_Os04g02070.2	1207-1245
LOC_Os04g02070.2	1188-1256
LOC_Os04g02070.2	1282-1314
LOC_Os04g02070.2	1296-1340
LOC_Os04g02070.2	1214-1384
LOC_Os04g02070.2	1321-1398
LOC_Os04g02070.2	1404-1442
LOC_Os04g02070.2	1400-1459
LOC_Os04g02070.2	1493-1528
LOC_Os04g02070.2	1513-1545
LOC_Os04g02070.2	1532-1552
LOC_Os04g02070.2	1576-1632
LOC_Os04g02070.2	1654-1680
LOC_Os04g02070.2	1681-1701
LOC_Os04g02070.2	1730-1762
LOC_Os04g02070.2	1638-1781
LOC_Os04g02070.2	1738-1803
LOC_Os03g13400.1	22-48
LOC_Os03g13400.1	57-77
LOC_Os03g13400.1	107-124
LOC_Os04g02070.3	101-124
LOC_Os04g02070.4	101-121
LOC_Os04g02070.4	12-137
LOC_Os03g28330.1	50-106
LOC_Os03g28330.2	50-85
LOC_Os03g28330.2	46-90
LOC_Os03g28330.2	167-196
LOC_Os03g28330.2	239-283
LOC_Os03g28330.2	148-294
LOC_Os03g12370.4	159-179
LOC_Os03g12370.4	260-325
LOC_Os03g12370.4	506-523
LOC_Os03g28330.3	38-73
LOC_Os03g28330.3	34-78
LOC_Os03g28330.3	155-184
LOC_Os03g28330.3	96-245
LOC_Os10g07210.1	18-107
LOC_Os03g28330.4	8-31
LOC_Os03g28330.4	12-62
LOC_Os03g28330.5	50-106
LOC_Os06g05800.1	27-68
LOC_Os06g05800.2	27-68
LOC_Os06g25605.1	2-67
LOC_Os06g25605.1	232-270
LOC_Os08g44450.3	9-29
LOC_Os08g44450.3	40-63
LOC_Os08g44450.3	60-98
LOC_Os08g44450.3	118-144
LOC_Os08g44450.3	145-168
LOC_Os08g44450.3	178-204
LOC_Os08g44450.3	174-374
LOC_Os06g44060.1	3-62
LOC_Os06g44060.1	13-141
LOC_Os06g44060.1	119-169
LOC_Os06g36770.1	201-230
LOC_Os08g06010.1	109-159
LOC_Os08g06010.1	113-223
LOC_Os08g06010.1	244-264
LOC_Os08g06010.1	230-268
LOC_Os06g44060.2	3-62
LOC_Os06g44060.2	13-141
LOC_Os06g44060.2	119-169
LOC_Os06g36770.2	201-230
LOC_Os05g20930.1	34-75
LOC_Os05g20930.1	56-79
LOC_Os05g20930.1	88-144
LOC_Os05g20930.1	169-189
LOC_Os05g20930.1	93-200
LOC_Os06g36770.3	41-61
LOC_Os06g36770.3	51-71
LOC_Os06g36770.3	13-192
LOC_Os06g36770.3	197-238
LOC_Os06g36770.3	245-277
LOC_Os06g36770.3	78-281
LOC_Os06g36770.3	283-315
LOC_Os06g36770.3	309-332
LOC_Os06g36770.3	345-365
LOC_Os06g36770.3	382-429
LOC_Os06g36770.3	366-455
LOC_Os08g15204.2	111-221
LOC_Os02g14800.1	14-178
LOC_Os02g14800.1	215-265
LOC_Os02g14800.1	166-288
LOC_Os02g14800.1	126-356
LOC_Os02g14800.1	434-475
LOC_Os02g14800.1	462-485
LOC_Os02g14800.1	388-489
LOC_Os02g14800.1	517-567
LOC_Os02g14800.1	500-586
LOC_Os02g14800.1	570-623
LOC_Os02g14800.1	583-648
LOC_Os02g14800.1	666-695
LOC_Os02g14800.1	705-722
LOC_Os02g14800.1	768-797
LOC_Os02g14800.1	805-825
LOC_Os02g14800.1	819-851
LOC_Os02g14800.1	861-878
LOC_Os02g14800.1	620-919
LOC_Os02g14800.1	894-926
LOC_Os02g14800.1	916-978
LOC_Os02g14800.1	923-1012
LOC_Os02g14800.1	966-1040
LOC_Os02g14800.1	1006-1050
LOC_Os02g14800.1	1068-1109
LOC_Os02g14800.1	1116-1145
LOC_Os02g14800.1	1078-1173
LOC_Os02g14800.1	1097-1213
LOC_Os02g14800.1	1223-1243
LOC_Os02g14800.1	1183-1272
LOC_Os02g14800.1	1289-1306
LOC_Os02g14800.1	1282-1311
LOC_Os02g14800.1	1324-1341
LOC_Os02g14800.1	1344-1388
LOC_Os02g14800.1	1319-1414
LOC_Os02g14800.1	1424-1456
LOC_Os02g14800.1	1420-1488
LOC_Os02g14800.1	1531-1551
LOC_Os02g14800.1	1497-1571
LOC_Os02g14800.1	1621-1638
LOC_Os02g14800.1	1610-1672
LOC_Os02g14800.1	1644-1682
LOC_Os02g14800.1	1679-1702
LOC_Os02g14800.1	1660-1707
LOC_Os02g14800.1	1704-1724
LOC_Os02g14800.1	1732-1803
LOC_Os02g14800.1	1748-1807
LOC_Os02g14800.1	1848-1871
LOC_Os02g14800.1	1905-1922
LOC_Os02g14800.1	1861-1950
LOC_Os02g14800.1	1886-1957
LOC_Os02g14800.2	14-178
LOC_Os02g14800.2	126-260
LOC_Os02g14800.2	215-310
LOC_Os02g14800.2	166-357
LOC_Os02g14800.2	344-367
LOC_Os02g14800.2	270-371
LOC_Os02g14800.2	399-449
LOC_Os02g14800.2	382-468
LOC_Os02g14800.2	452-505
LOC_Os02g14800.2	465-530
LOC_Os02g14800.2	548-577
LOC_Os02g14800.2	587-604
LOC_Os02g14800.2	650-679
LOC_Os02g14800.2	687-707
LOC_Os02g14800.2	701-733
LOC_Os02g14800.2	743-760
LOC_Os02g14800.2	502-801
LOC_Os02g14800.2	776-808
LOC_Os02g14800.2	798-860
LOC_Os02g14800.2	805-894
LOC_Os02g14800.2	848-922
LOC_Os02g14800.2	888-932
LOC_Os02g14800.2	950-991
LOC_Os02g14800.2	998-1027
LOC_Os02g14800.2	960-1055
LOC_Os02g14800.2	979-1095
LOC_Os02g14800.2	1105-1125
LOC_Os02g14800.2	1065-1154
LOC_Os02g14800.2	1171-1188
LOC_Os02g14800.2	1164-1193
LOC_Os02g14800.2	1206-1223
LOC_Os02g14800.2	1226-1270
LOC_Os02g14800.2	1201-1296
LOC_Os02g14800.2	1306-1338
LOC_Os02g14800.2	1302-1370
LOC_Os02g14800.2	1413-1433
LOC_Os02g14800.2	1379-1453
LOC_Os02g14800.2	1503-1520
LOC_Os02g14800.2	1492-1554
LOC_Os02g14800.2	1526-1564
LOC_Os02g14800.2	1561-1584
LOC_Os02g14800.2	1542-1589
LOC_Os02g14800.2	1586-1606
LOC_Os02g14800.2	1614-1685
LOC_Os02g14800.2	1630-1689
LOC_Os02g14800.2	1730-1753
LOC_Os02g14800.2	1787-1804
LOC_Os02g14800.2	1743-1832
LOC_Os02g14800.2	1768-1839
LOC_Os02g13770.1	104-211
LOC_Os02g13770.1	7-309
LOC_Os02g13770.1	306-344
LOC_Os02g14800.3	14-178
LOC_Os02g14800.3	215-265
LOC_Os02g14800.3	166-288
LOC_Os02g14800.3	126-356
LOC_Os02g14800.3	434-475
LOC_Os02g14800.3	462-485
LOC_Os02g14800.3	388-489
LOC_Os02g14800.3	517-567
LOC_Os02g14800.3	500-586
LOC_Os02g14800.3	570-623
LOC_Os02g14800.3	583-648
LOC_Os02g14800.3	666-695
LOC_Os02g14800.3	705-722
LOC_Os02g14800.3	768-797
LOC_Os02g14800.3	805-825
LOC_Os02g14800.3	819-851
LOC_Os02g14800.3	861-878
LOC_Os02g14800.3	620-919
LOC_Os02g14800.3	894-926
LOC_Os02g14800.3	916-978
LOC_Os02g14800.3	923-1012
LOC_Os02g14800.3	966-1040
LOC_Os02g14800.3	1006-1050
LOC_Os02g14800.3	1068-1109
LOC_Os02g14800.3	1116-1145
LOC_Os02g14800.3	1078-1173
LOC_Os02g14800.3	1097-1213
LOC_Os02g14800.3	1223-1243
LOC_Os02g14800.3	1183-1272
